opened_at,closed_at,pair,direction,conviction_score,entry_price,exit_price,quantity,realized_pnl,balance_after
2026-06-22T15:55:05.446Z,2026-06-22T16:55:55.108Z,DOGEUSDT,short,32,0.08,0.08,9213.759669,2.3034,9632.9804
2026-06-22T15:55:07.695Z,2026-06-22T16:55:55.233Z,ADAUSDT,short,43,0.16,0.16,6503.792812,0.0000,9632.9804
2026-06-22T15:55:09.937Z,2026-06-22T16:55:55.357Z,AVAXUSDT,short,39,6.29,6.31,149.171319,-2.2376,9630.7429
2026-06-22T15:55:12.404Z,2026-06-22T16:55:55.480Z,LINKUSDT,short,42,7.98,7.98,126.605499,-0.1266,9630.6163
2026-06-22T16:41:04.196Z,2026-06-22T17:41:56.865Z,XRPUSDT,short,80,1.14,1.13,1694.054022,4.9128,9632.6546
2026-06-22T17:42:06.149Z,2026-06-22T18:42:28.825Z,XRPUSDT,short,76,1.13,1.14,1614.079167,-7.7476,9621.4253
2026-06-22T17:42:15.135Z,2026-06-22T18:42:28.968Z,LINKUSDT,short,31,7.91,7.94,94.331559,-2.6413,9618.7840
2026-06-22T17:42:06.149Z,2026-06-22T19:43:27.284Z,XRPUSDT,short,76,1.13,1.13,1614.079167,1.6141,9630.7869
2026-06-22T17:42:15.135Z,2026-06-22T19:43:27.414Z,LINKUSDT,short,31,7.91,7.91,94.331559,0.7547,9631.5416
2026-06-22T19:43:36.677Z,2026-06-22T20:44:13.390Z,XRPUSDT,short,67,1.13,1.13,1423.903984,1.4239,9629.1808
2026-06-22T20:44:22.658Z,2026-06-22T21:44:50.240Z,XRPUSDT,short,58,1.13,1.13,1233.637765,6.1682,9631.5076
2026-06-22T21:44:54.987Z,2026-06-22T23:18:06.361Z,SOLUSDT,short,31,72.38,71.90,10.312249,4.9602,9630.6470
2026-06-22T21:44:59.476Z,2026-06-22T23:18:06.500Z,XRPUSDT,short,83,1.13,1.13,1773.400378,1.2414,9631.8884
2026-06-22T21:45:06.204Z,2026-06-22T23:18:06.631Z,AVAXUSDT,short,34,6.22,6.19,131.640102,3.5543,9635.4427
2026-06-22T23:18:15.889Z,2026-06-23T00:18:37.033Z,XRPUSDT,short,61,1.13,1.13,1304.051302,-2.9993,9631.0270
2026-06-23T00:03:20.530Z,2026-06-23T01:03:37.552Z,ADAUSDT,long,37,0.16,0.16,5629.797191,5.0668,9634.8514
2026-06-23T00:18:46.403Z,2026-06-23T01:19:02.704Z,XRPUSDT,short,55,1.13,1.13,1172.851131,-0.8210,9634.0305
2026-06-23T00:48:41.930Z,2026-06-23T01:49:02.868Z,SOLUSDT,short,31,71.66,71.45,10.414912,2.2288,9635.1754
2026-06-23T01:19:11.963Z,2026-06-23T02:19:28.382Z,XRPUSDT,short,42,1.13,1.13,895.514516,2.2388,9637.4142
2026-06-23T01:34:18.720Z,2026-06-23T02:34:28.787Z,AVAXUSDT,long,33,6.28,6.29,126.573887,0.8860,9637.4618
2026-06-23T02:19:37.806Z,2026-06-23T03:25:53.992Z,XRPUSDT,short,58,1.13,1.13,1239.841241,0.2480,9637.7098
2026-06-23T03:26:03.257Z,2026-06-23T04:26:18.372Z,XRPUSDT,short,64,1.13,1.13,1368.142633,2.3258,9638.6334
2026-06-23T04:11:10.088Z,2026-06-23T05:11:18.914Z,AVAXUSDT,long,33,6.32,6.29,125.796634,-3.7739,9633.9920
2026-06-23T04:26:27.778Z,2026-06-23T05:26:46.425Z,XRPUSDT,short,60,1.13,1.11,1284.922684,14.1341,9648.1261
2026-06-23T05:26:55.711Z,2026-06-23T06:27:13.395Z,XRPUSDT,short,78,1.11,1.11,1688.855113,8.2754,9651.3808
2026-06-23T06:11:51.297Z,2026-06-23T07:12:14.318Z,SOLUSDT,short,35,70.78,70.42,11.926701,4.2578,9653.7567
2026-06-23T06:11:53.540Z,2026-06-23T07:12:14.441Z,BNBUSDT,short,33,582.60,581.25,1.366007,1.8441,9655.6008
2026-06-23T06:11:58.033Z,2026-06-23T07:12:14.695Z,DOGEUSDT,short,38,0.08,0.08,11346.845800,6.1273,9661.7281
2026-06-23T06:12:00.278Z,2026-06-23T07:12:14.820Z,ADAUSDT,short,41,0.16,0.16,6309.253414,10.0948,9671.8229
2026-06-23T06:12:02.520Z,2026-06-23T07:12:14.942Z,AVAXUSDT,short,31,6.20,6.20,120.502571,0.7230,9672.5459
2026-06-23T06:26:46.797Z,2026-06-23T07:27:14.122Z,BTCUSDT,short,46,62630.00,62973.60,0.017709,-6.0848,9665.3295
2026-06-23T06:26:49.040Z,2026-06-23T07:27:14.245Z,ETHUSDT,short,45,1684.15,1692.69,0.644196,-5.5014,9659.8281
2026-06-23T06:27:23.056Z,2026-06-23T07:27:39.721Z,XRPUSDT,short,86,1.11,1.12,1869.748488,-11.0315,9648.7965
2026-06-23T06:27:32.048Z,2026-06-23T07:27:40.096Z,LINKUSDT,short,44,7.66,7.71,138.524721,-6.7877,9642.0088
2026-06-23T07:12:25.395Z,2026-06-23T08:12:40.711Z,DOGEUSDT,short,37,0.08,0.08,11150.429934,4.0142,9643.2319
2026-06-23T07:12:27.640Z,2026-06-23T08:12:40.858Z,ADAUSDT,short,41,0.16,0.15,6391.882221,5.1135,9648.3454
2026-06-23T07:27:44.842Z,2026-06-23T08:28:45.055Z,SOLUSDT,short,33,70.40,68.44,11.298908,22.2024,9669.2453
2026-06-23T07:27:49.332Z,2026-06-23T08:28:45.196Z,XRPUSDT,short,59,1.12,1.10,1275.334861,23.0836,9692.3289
2026-06-23T07:27:56.061Z,2026-06-23T08:28:45.562Z,AVAXUSDT,short,32,6.20,6.04,124.496249,19.1724,9711.5013
2026-06-23T07:27:58.304Z,2026-06-23T08:28:45.686Z,LINKUSDT,short,36,7.71,7.50,112.502515,23.6255,9735.1268
2026-06-23T07:42:42.619Z,2026-06-23T08:43:45.967Z,ETHUSDT,short,33,1688.05,1649.10,0.471120,18.3501,9749.1845
2026-06-23T08:12:51.817Z,2026-06-23T09:13:46.466Z,DOGEUSDT,short,45,0.08,0.08,13576.471077,10.8612,9759.4608
2026-06-23T08:12:54.067Z,2026-06-23T09:13:46.589Z,ADAUSDT,short,45,0.15,0.15,7029.569919,12.6532,9772.1140
2026-06-23T08:29:01.715Z,2026-06-23T09:16:46.499Z,AVAXUSDT,short,44,6.04,6.16,177.328389,-22.5207,9749.5933
2026-06-23T08:28:45.939Z,2026-06-23T09:28:45.967Z,BTCUSDT,short,32,62035.00,62474.00,0.012554,-5.5114,9744.0819
2026-06-23T08:28:50.444Z,2026-06-23T09:29:11.110Z,SOLUSDT,short,43,68.40,68.93,15.300026,-8.1243,9735.9576
2026-06-23T08:28:52.686Z,2026-06-23T09:29:11.254Z,BNBUSDT,short,42,571.90,573.06,1.787154,-2.0731,9733.8845
2026-06-23T08:28:54.936Z,2026-06-23T09:29:11.397Z,XRPUSDT,short,90,1.10,1.10,1996.917245,-14.7772,9719.1073
2026-06-23T08:29:03.982Z,2026-06-23T09:29:11.538Z,LINKUSDT,short,43,7.52,7.55,139.168840,-4.4534,9714.6539
2026-06-23T08:43:48.217Z,2026-06-23T09:44:11.756Z,ETHUSDT,short,40,1648.79,1648.91,0.591293,-0.0710,9712.3099
2026-06-23T09:29:16.311Z,2026-06-23T10:29:37.354Z,SOLUSDT,short,41,68.93,68.90,14.446263,0.4045,9710.3545
2026-06-23T09:29:20.845Z,2026-06-23T10:29:37.622Z,XRPUSDT,short,74,1.10,1.10,1627.660943,0.9766,9711.3311
2026-06-23T09:29:29.837Z,2026-06-23T10:29:38.000Z,LINKUSDT,short,41,7.55,7.54,131.847473,1.8459,9713.1770
2026-06-23T09:44:14.056Z,2026-06-23T10:44:38.224Z,ETHUSDT,short,43,1648.91,1649.40,0.633190,-0.3103,9710.7397
2026-06-23T09:44:18.541Z,2026-06-23T10:44:38.470Z,BNBUSDT,short,39,571.51,571.31,1.656820,0.3314,9711.0710
2026-06-23T09:44:23.030Z,2026-06-23T10:44:38.720Z,DOGEUSDT,short,37,0.08,0.08,11382.135933,-0.4553,9710.6158
2026-06-23T09:44:25.272Z,2026-06-23T10:44:38.861Z,ADAUSDT,short,43,0.15,0.15,6863.162122,-2.0589,9708.5568
2026-06-23T10:29:42.753Z,2026-06-23T11:30:55.244Z,SOLUSDT,short,35,68.90,69.13,12.334954,-2.8124,9705.1182
2026-06-23T10:29:47.246Z,2026-06-23T11:30:55.368Z,XRPUSDT,short,76,1.10,1.11,1672.473027,-7.3589,9697.7594
2026-06-23T10:29:56.226Z,2026-06-23T11:30:55.616Z,LINKUSDT,short,35,7.54,7.60,112.745321,-6.8775,9690.8819
2026-06-23T10:44:54.197Z,2026-06-23T11:45:56.019Z,AVAXUSDT,long,43,6.18,6.25,168.987995,12.1671,9701.8716
2026-06-23T11:31:00.378Z,2026-06-23T12:31:21.808Z,SOLUSDT,short,41,69.13,69.20,14.369843,-1.0346,9700.3859
2026-06-23T11:31:04.880Z,2026-06-23T12:31:21.934Z,XRPUSDT,short,40,1.11,1.10,874.732434,2.5367,9702.9226
2026-06-23T12:16:11.615Z,2026-06-23T13:16:22.592Z,AVAXUSDT,long,31,6.29,6.24,119.614230,-5.8611,9695.2423
2026-06-23T12:31:26.820Z,2026-06-23T13:32:10.047Z,SOLUSDT,short,38,69.22,69.20,13.315868,0.3329,9695.5752
2026-06-23T12:46:31.320Z,2026-06-23T13:47:10.708Z,XRPUSDT,short,55,1.10,1.10,1210.155849,4.2355,9699.2290
2026-06-23T13:01:35.812Z,2026-06-23T14:02:10.844Z,ADAUSDT,short,32,0.15,0.15,5170.723021,-7.7561,9690.4254
2026-06-23T12:31:26.820Z,2026-06-23T14:32:57.992Z,SOLUSDT,short,38,69.22,69.13,13.315868,1.2650,9696.5073
2026-06-23T12:46:31.320Z,2026-06-23T14:32:58.118Z,XRPUSDT,short,55,1.10,1.10,1210.155849,0.4841,9696.9914
2026-06-23T13:01:35.812Z,2026-06-23T14:32:58.243Z,ADAUSDT,short,32,0.15,0.15,5170.723021,-7.2390,9689.7524
2026-06-23T14:33:03.025Z,2026-06-23T15:34:02.197Z,SOLUSDT,short,36,69.14,68.85,12.613580,3.6453,9691.0287
2026-06-23T14:33:07.548Z,2026-06-23T15:34:02.321Z,XRPUSDT,short,58,1.10,1.10,1273.742720,9.0436,9700.0723
2026-06-23T14:33:14.318Z,2026-06-23T15:34:02.571Z,AVAXUSDT,long,33,6.31,6.34,126.610464,4.0515,9704.1239
2026-06-23T14:48:12.045Z,2026-06-23T15:49:02.989Z,ADAUSDT,short,36,0.15,0.15,5770.427473,5.7704,9707.8711
2026-06-23T14:33:03.025Z,2026-06-23T16:34:31.137Z,SOLUSDT,short,36,69.14,69.10,12.613580,0.4667,9687.8501
2026-06-23T14:33:07.548Z,2026-06-23T16:34:31.273Z,XRPUSDT,short,58,1.10,1.10,1273.742720,4.2034,9692.0535
2026-06-23T14:48:12.045Z,2026-06-23T16:34:31.395Z,ADAUSDT,short,36,0.15,0.15,5770.427473,1.1541,9693.2076
2026-06-23T14:33:14.318Z,2026-06-23T16:34:31.522Z,AVAXUSDT,long,33,6.31,6.34,126.610464,3.2919,9696.4994
2026-06-23T16:34:36.281Z,2026-06-23T17:34:58.569Z,SOLUSDT,short,56,69.08,69.02,19.650419,1.2183,9695.8707
2026-06-23T16:34:40.784Z,2026-06-23T17:34:58.697Z,XRPUSDT,short,71,1.10,1.10,1565.669646,-3.4445,9692.4262
2026-06-23T17:35:03.507Z,2026-06-23T18:35:53.548Z,SOLUSDT,short,34,69.05,68.87,11.931472,2.1238,9693.0526
2026-06-23T17:35:08.024Z,2026-06-23T18:35:53.683Z,XRPUSDT,short,32,1.10,1.10,703.844000,2.1115,9695.1641
2026-06-23T17:35:14.809Z,2026-06-23T18:35:53.807Z,AVAXUSDT,long,37,6.34,6.28,141.486848,-8.2062,9686.9579
2026-06-23T18:35:58.565Z,2026-06-23T19:36:21.110Z,SOLUSDT,short,35,68.85,68.92,12.310591,-0.7756,9685.1507
2026-06-23T18:36:03.064Z,2026-06-23T19:36:21.235Z,XRPUSDT,short,36,1.10,1.10,793.609867,-2.3808,9682.7699
2026-06-23T19:36:26.001Z,2026-06-23T20:37:45.209Z,SOLUSDT,short,30,68.93,68.93,10.534827,0.0421,9680.8223
2026-06-23T19:36:30.493Z,2026-06-23T20:37:45.343Z,XRPUSDT,short,30,1.10,1.10,659.140473,-1.3183,9679.5041
2026-06-23T20:21:32.797Z,2026-06-23T21:22:46.061Z,DOGEUSDT,short,32,0.08,0.08,9849.337154,0.7879,9679.2321
2026-06-23T20:21:37.284Z,2026-06-23T21:22:46.182Z,AVAXUSDT,long,45,6.42,6.42,169.624870,-1.0177,9678.2144
2026-06-23T20:37:50.351Z,2026-06-23T21:38:21.878Z,SOLUSDT,short,33,68.95,69.18,11.581713,-2.6870,9674.9903
2026-06-23T20:37:54.837Z,2026-06-23T21:38:22.005Z,XRPUSDT,short,40,1.10,1.10,877.120518,-1.3157,9673.6746
2026-06-23T21:23:01.609Z,2026-06-23T22:23:22.657Z,AVAXUSDT,long,37,6.42,6.48,139.509869,8.9286,9680.8766
2026-06-23T21:38:26.878Z,2026-06-23T22:38:49.083Z,SOLUSDT,short,44,69.18,69.47,15.381229,-4.4452,9675.7925
2026-06-23T21:38:31.374Z,2026-06-23T22:38:49.290Z,XRPUSDT,short,45,1.10,1.11,984.811371,-1.7727,9674.0198
2026-06-23T22:08:35.901Z,2026-06-23T23:08:49.938Z,ADAUSDT,long,30,0.15,0.15,4775.699409,-4.7757,9667.9817
2026-06-23T22:23:38.121Z,2026-06-23T23:23:49.935Z,AVAXUSDT,long,44,6.48,6.49,164.361232,1.8080,9669.7897
2026-06-23T22:38:54.312Z,2026-06-23T23:39:37.198Z,SOLUSDT,short,49,69.47,69.40,17.057466,1.2623,9671.0519
2026-06-23T22:38:58.815Z,2026-06-23T23:39:37.332Z,XRPUSDT,short,38,1.11,1.11,830.214412,-0.0830,9670.9689
2026-06-23T23:39:42.086Z,2026-06-24T00:40:01.173Z,SOLUSDT,short,38,69.40,70.08,13.238930,-9.1084,9660.2794
2026-06-23T23:39:46.577Z,2026-06-24T00:40:01.300Z,XRPUSDT,short,35,1.11,1.11,764.580775,-3.7464,9656.5329
2026-06-24T00:09:53.332Z,2026-06-24T01:10:01.826Z,AVAXUSDT,long,36,6.53,6.49,133.275941,-5.7309,9649.4695
2026-06-24T00:40:06.184Z,2026-06-24T05:19:47.687Z,SOLUSDT,short,51,70.07,69.74,17.571365,5.7810,9654.8018
2026-06-24T00:40:10.681Z,2026-06-24T05:19:47.816Z,XRPUSDT,short,41,1.11,1.10,890.435364,7.0344,9661.8362
2026-06-24T01:25:15.212Z,2026-06-24T05:19:47.942Z,ADAUSDT,long,31,0.15,0.15,4887.803188,-2.4439,9659.3923
2026-06-24T05:19:52.703Z,2026-06-24T06:20:13.491Z,SOLUSDT,short,37,69.74,69.81,12.811416,-0.9096,9656.5558
2026-06-24T05:19:57.205Z,2026-06-24T06:20:13.639Z,XRPUSDT,short,62,1.10,1.10,1356.212263,0.6781,9657.2339
2026-06-24T06:05:03.967Z,2026-06-24T07:05:14.406Z,AVAXUSDT,short,34,6.43,6.41,127.711019,2.4265,9657.7918
2026-06-24T06:20:23.028Z,2026-06-24T07:22:50.667Z,XRPUSDT,short,70,1.10,1.10,1531.643949,4.9013,9662.6931
2026-06-24T06:35:18.566Z,2026-06-24T07:37:50.819Z,SOLUSDT,short,59,69.92,69.39,20.369441,10.8773,9671.5848
2026-06-24T07:22:59.934Z,2026-06-24T08:23:16.182Z,XRPUSDT,short,74,1.10,1.10,1624.498566,3.4114,9674.0533
2026-06-24T07:23:04.435Z,2026-06-24T08:23:16.317Z,ADAUSDT,short,32,0.15,0.15,5125.528134,0.5126,9674.5658
2026-06-24T07:23:06.681Z,2026-06-24T08:23:16.442Z,AVAXUSDT,short,31,6.42,6.38,116.680637,4.2005,9678.7663
2026-06-24T07:37:55.460Z,2026-06-24T08:38:16.660Z,SOLUSDT,short,65,69.42,69.44,22.639804,-0.5886,9677.2921
2026-06-24T08:38:21.314Z,2026-06-24T10:11:21.817Z,SOLUSDT,short,67,69.44,69.12,23.344467,7.2835,9683.6030
2026-06-24T08:23:25.688Z,2026-06-24T10:11:21.937Z,XRPUSDT,short,61,1.10,1.10,1343.416644,3.3585,9686.9615
2026-06-24T10:11:26.726Z,2026-06-24T12:00:32.284Z,SOLUSDT,short,70,69.11,69.70,24.530341,-14.4729,9669.9460
2026-06-24T10:11:31.217Z,2026-06-24T12:00:32.419Z,XRPUSDT,short,63,1.10,1.09,1391.785644,3.6186,9673.5647
2026-06-24T10:11:35.727Z,2026-06-24T12:00:32.546Z,ADAUSDT,short,42,0.15,0.15,6861.862715,2.0586,9675.6232
2026-06-24T12:00:37.304Z,2026-06-24T13:01:12.203Z,SOLUSDT,short,40,69.66,69.31,13.890182,4.8755,9678.5540
2026-06-24T12:00:41.796Z,2026-06-24T13:01:12.326Z,XRPUSDT,short,61,1.09,1.09,1349.779536,6.3440,9684.8980
2026-06-24T12:00:46.291Z,2026-06-24T13:01:12.448Z,ADAUSDT,short,33,0.15,0.15,5396.335280,1.0793,9685.9772
2026-06-24T13:01:17.223Z,2026-06-24T14:02:23.591Z,SOLUSDT,short,55,69.29,68.68,19.220982,11.6671,9693.5915
2026-06-24T13:01:26.223Z,2026-06-24T14:02:24.000Z,ADAUSDT,short,45,0.15,0.15,7387.000283,17.7288,9711.3203
2026-06-24T13:16:21.751Z,2026-06-24T14:17:24.529Z,XRPUSDT,short,32,1.08,1.08,716.907515,3.8713,9714.7109
2026-06-24T13:16:24.013Z,2026-06-24T14:17:24.656Z,DOGEUSDT,short,33,0.08,0.08,10303.519632,9.0671,9723.7780
2026-06-24T13:16:28.531Z,2026-06-24T14:17:24.780Z,AVAXUSDT,short,38,6.31,6.32,145.790827,-1.1663,9722.6117
2026-06-24T13:46:12.760Z,2026-06-24T14:47:24.302Z,BTCUSDT,short,34,61364.60,61220.10,0.013413,1.9381,9720.7586
2026-06-24T14:01:14.973Z,2026-06-24T15:02:24.413Z,ETHUSDT,short,42,1644.43,1645.43,0.618248,-0.6182,9719.5133
2026-06-24T14:02:42.769Z,2026-06-24T15:02:58.478Z,LINKUSDT,short,33,7.46,7.48,107.397309,-2.5775,9716.4693
2026-06-24T14:17:28.924Z,2026-06-24T15:17:58.892Z,SOLUSDT,short,82,68.75,68.38,28.991482,10.6689,9726.5989
2026-06-24T14:17:31.180Z,2026-06-24T15:17:59.018Z,BNBUSDT,short,37,568.61,567.77,1.581455,1.3284,9727.9273
2026-06-24T14:17:33.435Z,2026-06-24T15:17:59.201Z,XRPUSDT,short,34,1.08,1.07,768.198663,3.3033,9731.2305
2026-06-24T14:17:35.683Z,2026-06-24T15:17:59.324Z,DOGEUSDT,short,40,0.08,0.08,12683.168707,0.7610,9731.9915
2026-06-24T14:17:37.929Z,2026-06-24T15:17:59.446Z,ADAUSDT,short,33,0.15,0.14,5511.225258,2.7556,9734.7471
2026-06-24T14:17:40.177Z,2026-06-24T15:17:59.568Z,AVAXUSDT,short,34,6.33,6.30,130.615316,3.0042,9737.7513
2026-06-24T14:47:24.427Z,2026-06-24T15:47:58.639Z,BTCUSDT,short,43,61210.50,60377.80,0.017072,14.2158,9748.0240
2026-06-24T15:02:26.677Z,2026-06-24T16:02:58.814Z,ETHUSDT,short,32,1645.22,1619.99,0.472618,11.9242,9759.4217
2026-06-24T15:03:16.791Z,2026-06-24T16:03:49.842Z,LINKUSDT,short,37,7.48,7.37,120.172939,12.8585,9772.2802
2026-06-24T15:18:03.272Z,2026-06-24T16:18:50.264Z,SOLUSDT,short,84,68.38,67.69,29.904912,20.6643,9792.0064
2026-06-24T15:18:05.521Z,2026-06-24T16:18:50.389Z,BNBUSDT,short,32,567.77,561.18,1.371897,9.0408,9801.0472
2026-06-24T15:18:07.771Z,2026-06-24T16:18:50.516Z,XRPUSDT,short,36,1.07,1.06,817.926938,5.9709,9807.0181
2026-06-24T15:18:10.019Z,2026-06-24T16:18:50.670Z,DOGEUSDT,short,44,0.08,0.08,13982.353267,17.8974,9824.9155
2026-06-24T15:18:12.263Z,2026-06-24T16:18:50.794Z,ADAUSDT,short,38,0.14,0.14,6378.030526,5.7402,9830.6557
2026-06-24T15:18:14.512Z,2026-06-24T16:18:50.917Z,AVAXUSDT,short,36,6.30,6.28,139.017779,3.4754,9834.1312
2026-06-24T15:47:58.772Z,2026-06-24T16:48:50.009Z,BTCUSDT,short,36,60377.80,60122.30,0.014531,3.7126,9835.0560
2026-06-24T16:03:52.355Z,2026-06-24T17:04:21.312Z,ETHUSDT,short,31,1618.42,1592.65,0.467957,12.0593,9844.6665
2026-06-24T16:04:08.198Z,2026-06-24T17:04:22.284Z,LINKUSDT,short,33,7.37,7.28,109.356434,10.0608,9854.7273
2026-06-24T16:18:54.639Z,2026-06-24T17:19:22.799Z,SOLUSDT,short,83,67.72,66.00,30.134417,51.8312,9905.3021
2026-06-24T16:19:01.395Z,2026-06-24T17:19:23.188Z,DOGEUSDT,short,32,0.08,0.07,10448.034856,14.8362,9920.1383
2026-06-24T16:33:59.134Z,2026-06-24T17:34:23.029Z,XRPUSDT,short,74,1.07,1.05,1707.821277,20.3231,9938.4229
2026-06-24T16:48:50.137Z,2026-06-24T17:49:22.524Z,BTCUSDT,short,34,60122.30,59331.10,0.013905,11.0014,9948.0527
2026-06-24T16:48:56.926Z,2026-06-24T17:49:22.933Z,BNBUSDT,short,44,558.73,549.25,1.936178,18.3550,9965.8854
2026-06-24T16:49:03.753Z,2026-06-24T17:49:23.337Z,ADAUSDT,short,44,0.14,0.14,7607.099747,15.9749,9981.8603
2026-06-24T16:49:06.040Z,2026-06-24T17:49:23.469Z,AVAXUSDT,short,44,6.21,6.01,174.320417,33.1209,10014.9812
2026-06-24T17:04:24.844Z,2026-06-24T18:04:48.255Z,ETHUSDT,short,42,1592.93,1561.38,0.649587,20.4945,10033.6280
2026-06-24T17:04:40.717Z,2026-06-24T18:04:49.166Z,LINKUSDT,short,43,7.28,7.14,145.590496,20.3827,10054.0107
2026-06-24T17:19:27.160Z,2026-06-24T18:19:49.566Z,SOLUSDT,short,96,65.98,65.87,36.081431,4.1854,10057.0500
2026-06-24T17:19:33.954Z,2026-06-24T18:19:49.967Z,DOGEUSDT,short,41,0.07,0.07,13770.388118,-1.1016,10055.9484
2026-06-24T17:34:31.673Z,2026-06-24T18:34:49.835Z,XRPUSDT,short,92,1.05,1.07,2169.549413,-26.0346,10028.5110
2026-06-24T17:49:22.637Z,2026-06-24T18:49:49.344Z,BTCUSDT,short,35,59331.10,59427.10,0.014671,-1.4084,10027.1026
2026-06-24T17:49:29.432Z,2026-06-24T18:49:49.727Z,BNBUSDT,short,43,549.23,552.24,1.960218,-5.9003,10021.2023
2026-06-24T17:49:36.244Z,2026-06-24T18:49:49.849Z,ADAUSDT,short,42,0.14,0.14,7500.037103,-9.7500,10011.4523
2026-06-24T17:49:38.512Z,2026-06-24T18:49:49.973Z,AVAXUSDT,short,38,6.02,6.09,157.944864,-10.5823,10000.8700
2026-06-24T18:04:51.698Z,2026-06-24T19:05:33.728Z,ETHUSDT,short,37,1561.71,1572.23,0.595499,-6.2646,9991.4104
2026-06-24T18:05:07.550Z,2026-06-24T19:05:34.671Z,LINKUSDT,short,39,7.13,7.21,137.380748,-10.0288,9981.3816
2026-06-24T18:19:53.944Z,2026-06-24T19:20:34.827Z,SOLUSDT,short,93,65.86,65.65,35.498588,7.5612,9988.3140
2026-06-24T18:49:56.222Z,2026-06-24T19:50:34.958Z,BNBUSDT,short,38,552.18,554.20,1.720603,-3.4756,9983.4750
2026-06-24T18:49:58.484Z,2026-06-24T19:50:35.080Z,XRPUSDT,short,62,1.06,1.05,1461.756400,7.8935,9991.3685
2026-06-24T18:50:00.766Z,2026-06-24T19:50:35.204Z,DOGEUSDT,short,42,0.07,0.07,14213.264351,-3.1269,9988.2416
2026-06-24T18:50:03.021Z,2026-06-24T19:50:35.333Z,ADAUSDT,short,31,0.14,0.14,5472.474180,3.8307,9992.0723
2026-06-24T18:50:05.267Z,2026-06-24T19:50:35.461Z,AVAXUSDT,short,40,6.09,6.13,164.040607,-6.2335,9985.8387
2026-06-24T19:20:39.478Z,2026-06-24T20:27:24.032Z,SOLUSDT,short,91,65.65,67.48,34.614551,-63.3792,9921.3361
2026-06-24T19:05:53.141Z,2026-06-24T20:27:24.180Z,LINKUSDT,short,42,7.20,7.38,145.582035,-25.9136,9895.4225
2026-06-24T20:05:35.048Z,2026-06-24T21:06:24.485Z,BTCUSDT,long,30,60240.50,60709.10,0.012432,5.8259,9895.4758
2026-06-24T20:05:37.309Z,2026-06-24T21:06:24.611Z,ETHUSDT,long,45,1597.82,1607.62,0.703056,6.8899,9902.3658
2026-06-24T20:27:28.960Z,2026-06-24T21:27:51.230Z,SOLUSDT,long,72,67.48,67.42,26.395223,-1.6893,9899.5625
2026-06-24T20:27:31.217Z,2026-06-24T21:27:51.368Z,BNBUSDT,long,45,561.27,560.29,1.983207,-1.9435,9897.6190
2026-06-24T20:27:33.478Z,2026-06-24T21:27:51.490Z,XRPUSDT,long,70,1.07,1.07,1621.004627,5.1872,9902.8062
2026-06-24T20:27:35.733Z,2026-06-24T21:27:51.614Z,DOGEUSDT,long,74,0.08,0.08,24285.293476,1.4571,9904.2633
2026-06-24T20:27:38.203Z,2026-06-24T21:27:51.736Z,ADAUSDT,long,44,0.14,0.15,7566.553501,13.6198,9917.8831
2026-06-24T20:27:40.456Z,2026-06-24T21:27:51.860Z,AVAXUSDT,long,41,6.27,6.33,161.667495,9.2150,9927.0981
2026-06-24T20:27:42.714Z,2026-06-24T21:27:51.982Z,LINKUSDT,long,43,7.37,7.39,144.183069,2.1627,9929.2609
2026-06-24T21:12:24.547Z,2026-06-24T22:12:52.228Z,BTCUSDT,long,34,60661.80,61058.60,0.013875,5.5057,9929.7335
2026-06-24T21:12:26.801Z,2026-06-24T22:12:52.455Z,ETHUSDT,long,41,1606.59,1622.46,0.631736,10.0257,9939.2975
2026-06-24T21:27:56.731Z,2026-06-24T22:28:29.135Z,SOLUSDT,long,70,67.43,67.81,25.769252,9.8439,9948.6195
2026-06-24T21:27:58.977Z,2026-06-24T22:28:29.275Z,BNBUSDT,long,31,560.29,562.97,1.373283,3.6804,9952.2999
2026-06-24T21:28:01.227Z,2026-06-24T22:28:29.404Z,XRPUSDT,short,50,1.07,1.07,1158.377280,-3.1276,9949.1723
2026-06-24T21:28:03.474Z,2026-06-24T22:28:29.534Z,DOGEUSDT,long,72,0.08,0.08,23698.437271,11.1383,9960.3105
2026-06-24T21:28:05.731Z,2026-06-24T22:28:29.663Z,ADAUSDT,long,39,0.15,0.15,6646.834781,10.6349,9970.9455
2026-06-24T21:28:07.977Z,2026-06-24T22:28:29.791Z,AVAXUSDT,long,36,6.33,6.42,141.163454,12.8459,9983.7913
2026-06-24T21:28:10.223Z,2026-06-24T22:28:29.920Z,LINKUSDT,long,40,7.39,7.43,134.318897,4.9698,9988.7611
2026-06-24T22:12:52.345Z,2026-06-24T23:13:30.146Z,BTCUSDT,long,31,61058.60,60839.60,0.012604,-2.7602,9980.8179
2026-06-24T22:12:54.596Z,2026-06-24T23:13:30.274Z,ETHUSDT,long,35,1622.47,1615.14,0.536027,-3.9291,9976.8889
2026-06-24T22:28:34.707Z,2026-06-24T23:28:56.235Z,SOLUSDT,long,73,67.82,67.94,26.877638,3.0372,9979.9260
2026-06-24T22:28:36.957Z,2026-06-24T23:28:56.361Z,BNBUSDT,long,36,562.97,563.67,1.596693,1.1177,9981.0437
2026-06-24T22:28:39.216Z,2026-06-24T23:28:56.482Z,XRPUSDT,long,71,1.07,1.07,1650.419168,-2.1455,9978.8982
