opened_at,closed_at,pair,direction,conviction_score,entry_price,exit_price,quantity,realized_pnl,balance_after
2026-06-24T22:28:41.466Z,2026-06-24T23:28:56.602Z,DOGEUSDT,long,44,0.08,0.08,14478.279766,1.0135,9979.9117
2026-06-24T22:28:43.722Z,2026-06-24T23:28:56.724Z,ADAUSDT,long,39,0.15,0.15,6609.484184,1.3219,9981.2336
2026-06-24T22:28:45.974Z,2026-06-24T23:28:56.853Z,AVAXUSDT,long,40,6.41,6.44,155.672298,3.8918,9985.1254
2026-06-24T22:28:48.226Z,2026-06-24T23:28:56.974Z,LINKUSDT,long,43,7.42,7.41,144.611139,-1.4461,9983.6792
2026-06-24T23:29:01.728Z,2026-06-25T00:29:25.906Z,SOLUSDT,short,53,67.93,67.94,19.472679,-0.1753,9980.9135
2026-06-24T23:29:06.223Z,2026-06-25T00:29:26.037Z,XRPUSDT,short,42,1.07,1.07,976.798977,-0.3907,9980.5228
2026-06-24T23:29:10.721Z,2026-06-25T00:29:26.166Z,ADAUSDT,long,35,0.15,0.15,5921.677658,1.7765,9982.2993
2026-06-24T23:29:12.963Z,2026-06-25T00:29:26.292Z,AVAXUSDT,long,43,6.44,6.42,166.646412,-2.4997,9979.7996
2026-06-25T00:29:31.051Z,2026-06-25T01:29:58.668Z,SOLUSDT,short,61,67.95,67.60,22.396978,7.8389,9985.2884
2026-06-25T00:29:35.555Z,2026-06-25T01:29:58.797Z,XRPUSDT,short,60,1.07,1.07,1394.348358,-1.2549,9984.0335
2026-06-25T00:44:37.808Z,2026-06-25T01:44:59.308Z,DOGEUSDT,short,36,0.08,0.08,11802.062667,-1.5343,9981.0017
2026-06-25T01:30:03.694Z,2026-06-25T02:30:26.553Z,SOLUSDT,short,60,67.57,67.79,22.162773,-4.8980,9975.5498
2026-06-25T01:30:08.194Z,2026-06-25T02:30:26.683Z,XRPUSDT,short,40,1.07,1.07,929.355331,0.3717,9975.9215
2026-06-25T01:45:10.551Z,2026-06-25T02:45:27.207Z,DOGEUSDT,short,37,0.08,0.08,12116.045387,1.4539,9975.5948
2026-06-25T02:30:31.577Z,2026-06-25T03:30:53.173Z,SOLUSDT,short,63,67.81,67.67,23.172445,3.1746,9977.8866
2026-06-25T02:30:36.096Z,2026-06-25T03:30:53.296Z,XRPUSDT,short,56,1.07,1.07,1300.639875,4.0320,9981.9186
2026-06-25T02:45:38.371Z,2026-06-25T03:45:53.809Z,DOGEUSDT,short,59,0.08,0.08,19340.171384,3.0944,9983.5158
2026-06-25T03:30:58.178Z,2026-06-25T04:31:21.400Z,SOLUSDT,short,35,67.67,67.54,12.907018,1.6263,9984.2286
2026-06-25T03:31:02.677Z,2026-06-25T04:31:21.540Z,XRPUSDT,short,65,1.07,1.07,1514.733485,-0.3029,9983.9256
2026-06-25T03:46:04.919Z,2026-06-25T04:46:22.075Z,DOGEUSDT,short,61,0.08,0.08,20053.821909,-0.6016,9981.5869
2026-06-25T04:31:26.474Z,2026-06-25T05:10:21.828Z,SOLUSDT,short,57,67.54,68.98,21.064070,-30.3955,9949.6044
2026-06-25T04:31:30.995Z,2026-06-25T05:31:52.754Z,XRPUSDT,short,59,1.07,1.09,1375.142999,-20.0771,9927.5873
2026-06-25T04:46:33.217Z,2026-06-25T05:46:53.645Z,DOGEUSDT,short,64,0.08,0.08,21022.165386,-24.8062,9900.6072
2026-06-25T05:01:37.733Z,2026-06-25T06:01:53.768Z,AVAXUSDT,long,42,6.50,6.58,161.101616,11.7604,9912.3676
2026-06-25T05:16:21.962Z,2026-06-25T06:16:53.182Z,BTCUSDT,long,30,61579.50,61743.30,0.012118,1.9849,9913.1928
2026-06-25T05:16:24.220Z,2026-06-25T06:16:53.305Z,ETHUSDT,long,33,1642.40,1649.00,0.499760,3.2984,9916.4912
2026-06-25T05:16:26.480Z,2026-06-25T06:16:53.425Z,SOLUSDT,long,67,68.86,69.50,24.201250,15.6824,9931.6976
2026-06-25T05:32:02.291Z,2026-06-25T06:32:46.286Z,XRPUSDT,long,64,1.09,1.09,1463.301674,0.1463,9930.1606
2026-06-25T05:32:06.783Z,2026-06-25T06:32:46.548Z,ADAUSDT,long,44,0.15,0.15,7265.001776,-6.5385,9923.6221
2026-06-25T05:32:11.279Z,2026-06-25T06:32:46.800Z,LINKUSDT,long,38,7.52,7.50,125.411360,-2.0066,9921.6155
2026-06-25T06:02:04.513Z,2026-06-25T07:02:47.523Z,DOGEUSDT,long,39,0.08,0.08,12504.280477,-1.3755,9918.3650
2026-06-25T06:02:09.001Z,2026-06-25T07:02:47.772Z,AVAXUSDT,long,39,6.58,6.57,146.846877,-1.0279,9917.3370
2026-06-25T06:16:53.376Z,2026-06-25T07:17:46.993Z,BTCUSDT,long,32,61743.30,61838.80,0.012849,1.2270,9917.4038
2026-06-25T06:16:55.629Z,2026-06-25T07:17:47.120Z,ETHUSDT,long,41,1649.07,1654.84,0.617317,3.5619,9920.9657
2026-06-25T06:16:57.879Z,2026-06-25T07:17:47.248Z,SOLUSDT,long,72,69.53,69.44,25.711182,-2.2112,9918.7545
2026-06-25T06:32:56.077Z,2026-06-25T07:46:53.303Z,XRPUSDT,long,60,1.09,1.09,1370.767547,0.0000,9917.8470
2026-06-25T06:33:00.585Z,2026-06-25T07:46:53.563Z,ADAUSDT,long,33,0.15,0.15,5478.310652,0.5478,9918.3948
2026-06-25T06:33:05.115Z,2026-06-25T07:46:53.807Z,LINKUSDT,long,33,7.50,7.52,109.064379,1.7450,9920.1398
2026-06-25T07:02:58.417Z,2026-06-25T08:04:54.205Z,DOGEUSDT,long,35,0.08,0.08,11246.332175,1.0122,9920.6312
2026-06-25T07:03:02.912Z,2026-06-25T08:04:54.328Z,AVAXUSDT,long,43,6.57,6.52,162.360305,-7.7933,9912.8379
2026-06-25T07:17:51.599Z,2026-06-25T08:19:53.965Z,SOLUSDT,long,61,69.42,69.12,21.789255,-6.6239,9906.2140
2026-06-25T07:47:03.392Z,2026-06-25T08:48:12.381Z,XRPUSDT,short,35,1.09,1.08,799.421842,2.2384,9907.6351
2026-06-25T08:31:58.632Z,2026-06-25T09:33:12.617Z,SOLUSDT,short,55,69.05,68.90,19.726921,2.8604,9909.0243
2026-06-25T08:48:21.664Z,2026-06-25T09:48:37.859Z,XRPUSDT,short,67,1.08,1.08,1532.202824,4.1369,9912.1059
2026-06-25T08:48:28.403Z,2026-06-25T09:48:37.986Z,AVAXUSDT,short,32,6.51,6.49,121.759279,2.3134,9914.4193
2026-06-25T09:33:17.168Z,2026-06-25T10:33:38.254Z,SOLUSDT,short,71,68.89,68.50,25.529826,10.1098,9923.5476
2026-06-25T09:48:47.237Z,2026-06-25T10:49:06.500Z,XRPUSDT,short,66,1.08,1.07,1514.282318,8.9343,9931.3506
2026-06-25T10:33:42.794Z,2026-06-25T11:34:06.850Z,SOLUSDT,short,76,68.49,68.14,27.529589,9.7179,9939.0873
2026-06-25T10:49:15.745Z,2026-06-25T11:49:33.174Z,XRPUSDT,short,72,1.07,1.07,1663.852482,7.9865,9945.7917
2026-06-25T11:04:18.037Z,2026-06-25T12:04:33.817Z,DOGEUSDT,short,30,0.08,0.08,9785.453295,1.8592,9946.5171
2026-06-25T11:19:22.531Z,2026-06-25T12:19:33.870Z,AVAXUSDT,short,31,6.41,6.37,120.075193,5.0432,9951.5603
2026-06-25T11:34:11.369Z,2026-06-25T12:34:33.571Z,SOLUSDT,short,86,68.13,68.42,31.366014,-9.1589,9940.6849
2026-06-25T11:49:42.659Z,2026-06-25T12:50:03.157Z,XRPUSDT,short,76,1.07,1.07,1766.900816,-9.7180,9930.0126
2026-06-25T12:19:44.943Z,2026-06-25T13:20:03.938Z,DOGEUSDT,short,35,0.08,0.08,11504.313963,-5.5221,9923.6415
2026-06-25T12:19:47.185Z,2026-06-25T13:20:04.064Z,ADAUSDT,short,35,0.15,0.15,5927.268951,-7.7054,9915.9361
2026-06-25T12:19:49.425Z,2026-06-25T13:20:04.187Z,AVAXUSDT,short,45,6.37,6.37,175.817965,0.1758,9916.1119
2026-06-25T12:34:38.191Z,2026-06-25T13:35:03.681Z,SOLUSDT,short,64,68.45,67.85,23.237436,13.9425,9930.0543
2026-06-25T12:50:12.779Z,2026-06-25T13:50:32.796Z,XRPUSDT,short,57,1.07,1.04,1316.548934,42.1296,9970.3668
2026-06-25T13:35:19.624Z,2026-06-25T14:35:34.102Z,AVAXUSDT,short,37,6.30,6.18,145.705905,18.6504,9984.4715
2026-06-25T13:50:03.858Z,2026-06-25T14:50:33.293Z,BTCUSDT,short,43,59546.70,59574.10,0.017926,-0.4912,9983.4562
2026-06-25T13:50:06.139Z,2026-06-25T14:50:33.414Z,ETHUSDT,short,42,1578.86,1571.56,0.660306,4.8202,9987.6924
2026-06-25T13:50:37.755Z,2026-06-25T14:51:05.255Z,SOLUSDT,short,42,65.88,66.35,15.890598,-7.4209,9979.7471
2026-06-25T13:50:40.024Z,2026-06-25T14:51:05.406Z,BNBUSDT,short,35,553.62,553.44,1.575724,0.2836,9980.0307
2026-06-25T13:50:42.300Z,2026-06-25T14:51:05.529Z,XRPUSDT,short,98,1.04,1.03,2340.415619,23.1701,10003.2008
2026-06-25T13:50:44.553Z,2026-06-25T14:51:05.652Z,DOGEUSDT,short,44,0.07,0.07,14784.957889,15.9678,10019.1686
2026-06-25T13:50:46.846Z,2026-06-25T14:51:05.776Z,ADAUSDT,short,43,0.14,0.14,7477.057791,2.9908,10022.1594
2026-06-25T13:50:51.376Z,2026-06-25T14:51:06.034Z,LINKUSDT,short,42,7.21,7.20,145.182734,1.5970,10023.7564
2026-06-25T14:35:49.362Z,2026-06-25T15:36:07.096Z,AVAXUSDT,short,35,6.17,6.09,141.526204,11.1806,10030.0213
2026-06-25T14:50:33.337Z,2026-06-25T15:51:06.256Z,BTCUSDT,short,39,59574.10,59312.80,0.016339,4.2694,10033.7190
2026-06-25T14:50:35.611Z,2026-06-25T15:51:06.385Z,ETHUSDT,short,35,1571.06,1562.42,0.556263,4.8061,10038.5251
2026-06-25T14:51:10.819Z,2026-06-25T15:51:37.360Z,SOLUSDT,short,91,66.35,65.95,34.368287,13.8161,10052.3412
2026-06-25T14:51:13.074Z,2026-06-25T15:51:37.491Z,BNBUSDT,short,36,553.21,552.52,1.630511,1.1251,10053.4662
2026-06-25T14:51:15.321Z,2026-06-25T15:51:37.616Z,XRPUSDT,short,91,1.03,1.03,2206.280422,1.3238,10054.7900
2026-06-25T14:51:17.568Z,2026-06-25T15:51:37.741Z,DOGEUSDT,short,37,0.07,0.07,12688.491543,0.0000,10054.7900
2026-06-25T14:51:19.817Z,2026-06-25T15:51:37.867Z,ADAUSDT,short,36,0.14,0.14,6315.077433,0.0000,10054.7900
2026-06-25T14:51:24.341Z,2026-06-25T15:51:38.116Z,LINKUSDT,short,36,7.19,7.19,125.346728,0.1253,10054.9153
2026-06-25T15:36:22.227Z,2026-06-25T16:36:38.921Z,AVAXUSDT,short,38,6.11,6.10,156.077318,0.3122,10049.7839
2026-06-25T15:51:42.893Z,2026-06-25T17:58:20.904Z,SOLUSDT,short,97,65.93,66.91,36.982299,-36.0577,10013.7262
2026-06-25T15:51:45.140Z,2026-06-25T17:58:21.031Z,BNBUSDT,short,44,552.38,558.35,2.002027,-11.9521,10001.7741
2026-06-25T15:51:47.398Z,2026-06-25T17:58:21.153Z,XRPUSDT,short,96,1.03,1.04,2336.046976,-24.0613,9977.7128
2026-06-25T15:51:49.645Z,2026-06-25T17:58:21.276Z,DOGEUSDT,short,40,0.07,0.07,13761.420068,-23.9449,9953.7679
2026-06-25T15:51:51.895Z,2026-06-25T17:58:21.400Z,ADAUSDT,short,42,0.14,0.14,7395.427501,-10.3536,9943.4143
2026-06-25T15:51:56.418Z,2026-06-25T17:58:21.522Z,LINKUSDT,short,42,7.18,7.27,146.870010,-11.8965,9931.5179
2026-06-25T17:58:26.300Z,2026-06-25T18:58:50.079Z,SOLUSDT,short,39,66.94,66.11,14.464672,12.0201,9941.3632
2026-06-25T18:13:30.846Z,2026-06-25T19:13:50.723Z,XRPUSDT,short,39,1.04,1.03,932.549692,8.9525,9949.8534
2026-06-25T18:13:33.104Z,2026-06-25T19:13:50.845Z,DOGEUSDT,long,30,0.07,0.07,10045.544831,-10.1460,9939.7074
2026-06-25T18:28:37.568Z,2026-06-25T19:19:50.853Z,AVAXUSDT,long,38,6.21,6.08,151.955760,-19.4503,9919.3476
2026-06-25T18:58:55.199Z,2026-06-25T19:59:20.202Z,SOLUSDT,short,31,66.11,66.06,11.653265,0.6409,9919.4529
2026-06-25T19:13:59.776Z,2026-06-25T20:14:20.735Z,XRPUSDT,short,61,1.03,1.04,1473.229057,-9.4287,9909.1612
2026-06-25T19:29:04.290Z,2026-06-25T20:29:21.039Z,ADAUSDT,short,36,0.14,0.14,6331.498450,-4.4320,9902.5443
2026-06-25T19:59:25.204Z,2026-06-25T20:59:48.704Z,SOLUSDT,short,58,66.09,66.25,21.763060,-3.4168,9898.6671
2026-06-25T20:14:29.717Z,2026-06-25T21:14:49.479Z,XRPUSDT,short,72,1.04,1.03,1722.833010,2.4120,9900.5742
2026-06-25T20:14:31.965Z,2026-06-25T21:14:49.601Z,DOGEUSDT,short,32,0.07,0.07,10756.510797,-2.2589,9898.3153
2026-06-25T20:14:36.460Z,2026-06-25T21:14:49.847Z,AVAXUSDT,short,43,6.12,6.16,173.973972,-6.7850,9891.5303
2026-06-25T20:44:34.279Z,2026-06-25T21:44:49.756Z,ADAUSDT,short,31,0.14,0.14,5423.655022,-10.3049,9879.9346
2026-06-25T20:59:53.958Z,2026-06-25T22:00:30.428Z,SOLUSDT,short,34,66.28,67.19,12.694620,-11.5267,9865.7258
2026-06-25T21:14:58.497Z,2026-06-25T22:15:31.620Z,XRPUSDT,short,54,1.03,1.04,1291.572295,-8.1369,9856.5974
2026-06-25T21:30:00.721Z,2026-06-25T22:30:31.802Z,DOGEUSDT,long,33,0.07,0.07,10988.219137,4.0656,9860.0272
2026-06-25T21:45:02.969Z,2026-06-25T22:45:31.735Z,ADAUSDT,long,38,0.14,0.14,6545.284424,0.6545,9860.6818
2026-06-25T21:45:05.222Z,2026-06-25T22:45:31.864Z,AVAXUSDT,long,45,6.21,6.20,178.830135,-2.8613,9857.8205
2026-06-25T21:45:07.467Z,2026-06-25T22:45:31.990Z,LINKUSDT,long,32,7.25,7.25,108.946287,-0.9805,9856.8400
2026-06-25T21:59:49.537Z,2026-06-25T23:00:31.305Z,BTCUSDT,long,35,60180.30,59834.20,0.014363,-4.9709,9851.8691
2026-06-25T21:59:51.794Z,2026-06-25T23:00:31.428Z,ETHUSDT,long,31,1579.94,1569.83,0.484526,-4.8986,9846.9705
2026-06-25T22:00:35.864Z,2026-06-25T23:01:02.363Z,SOLUSDT,long,67,67.18,67.18,24.598962,0.0738,9847.0443
2026-06-25T22:15:40.448Z,2026-06-25T23:16:02.770Z,XRPUSDT,short,43,1.04,1.04,1018.733022,0.1019,9845.8464
2026-06-25T23:01:07.276Z,2026-06-25T23:31:02.638Z,SOLUSDT,short,55,67.18,68.67,20.153441,-30.0286,9814.6954
2026-06-25T23:01:14.047Z,2026-06-26T00:01:30.088Z,DOGEUSDT,long,33,0.07,0.07,10872.896998,2.6095,9815.7297
2026-06-25T23:16:11.776Z,2026-06-26T00:16:30.610Z,XRPUSDT,short,45,1.04,1.04,1065.260360,-5.5394,9810.1903
2026-06-25T23:16:18.532Z,2026-06-26T00:16:30.854Z,AVAXUSDT,long,31,6.22,6.24,122.649348,2.0850,9812.2754
2026-06-25T23:31:07.263Z,2026-06-26T00:31:30.488Z,SOLUSDT,long,73,68.70,67.86,26.071758,-22.0828,9789.6922
2026-06-25T23:31:16.283Z,2026-06-26T00:31:30.739Z,ADAUSDT,long,34,0.14,0.14,5784.727868,-5.2063,9784.4859
2026-06-26T00:16:39.638Z,2026-06-26T01:17:01.288Z,XRPUSDT,short,34,1.04,1.04,798.586180,4.9512,9788.5859
2026-06-26T00:31:35.122Z,2026-06-26T01:32:01.140Z,SOLUSDT,long,58,67.87,67.19,20.902709,-14.3811,9773.3385
2026-06-26T01:17:10.284Z,2026-06-26T02:17:30.842Z,XRPUSDT,short,59,1.04,1.02,1390.825951,25.5912,9794.4885
2026-06-26T01:32:17.129Z,2026-06-26T02:32:31.628Z,AVAXUSDT,short,30,6.14,6.02,119.458995,13.4989,9804.8731
2026-06-26T01:47:05.783Z,2026-06-26T02:47:31.036Z,SOLUSDT,short,100,67.22,66.53,36.344530,25.1504,9829.4352
2026-06-26T01:47:12.529Z,2026-06-26T02:47:31.440Z,DOGEUSDT,short,94,0.07,0.07,31056.082101,29.8138,9859.2490
2026-06-26T01:47:14.774Z,2026-06-26T02:47:31.579Z,ADAUSDT,short,38,0.14,0.14,6545.523474,11.1274,9870.3764
2026-06-26T01:47:19.268Z,2026-06-26T02:47:31.843Z,LINKUSDT,short,41,7.16,7.09,139.778554,10.7629,9881.1394
2026-06-26T02:17:30.851Z,2026-06-26T03:17:58.097Z,BTCUSDT,short,36,58794.50,58828.80,0.014993,-0.5143,9876.4757
2026-06-26T02:17:33.126Z,2026-06-26T03:17:58.234Z,ETHUSDT,short,45,1532.48,1530.47,0.718979,1.4451,9877.9208
2026-06-26T02:17:37.656Z,2026-06-26T03:17:58.484Z,BNBUSDT,short,32,553.01,556.23,1.416726,-4.5619,9873.3589
2026-06-26T02:17:39.919Z,2026-06-26T03:17:58.608Z,XRPUSDT,short,99,1.02,1.02,2377.599608,2.1398,9875.4988
2026-06-26T02:32:46.681Z,2026-06-26T03:32:58.695Z,AVAXUSDT,short,40,6.02,6.06,162.898705,-6.5159,9867.0720
2026-06-26T02:47:35.385Z,2026-06-26T03:47:58.204Z,SOLUSDT,short,98,66.53,68.00,36.385595,-53.1594,9813.3058
2026-06-26T02:47:42.257Z,2026-06-26T03:47:58.453Z,DOGEUSDT,short,97,0.07,0.07,32855.513728,-47.9691,9765.3368
2026-06-26T02:47:44.523Z,2026-06-26T03:47:58.588Z,ADAUSDT,short,42,0.14,0.14,7403.398874,-14.8068,9750.5300
2026-06-26T02:47:49.032Z,2026-06-26T03:47:58.845Z,LINKUSDT,short,43,7.09,7.19,149.851102,-15.2848,9735.2452
2026-06-26T03:18:00.450Z,2026-06-26T04:18:28.129Z,ETHUSDT,short,32,1530.26,1558.15,0.516278,-14.3990,9718.9917
2026-06-26T03:18:07.201Z,2026-06-26T04:18:28.377Z,XRPUSDT,short,97,1.02,1.03,2352.582282,-38.3471,9680.6446
2026-06-26T03:33:13.979Z,2026-06-26T04:33:28.701Z,AVAXUSDT,short,41,6.05,6.11,167.197038,-10.1990,9669.5308
2026-06-26T03:48:02.739Z,2026-06-26T04:48:28.410Z,SOLUSDT,short,52,67.94,68.01,18.627386,-1.2480,9667.3110
2026-06-26T03:48:09.555Z,2026-06-26T04:48:28.654Z,DOGEUSDT,short,38,0.07,0.07,12448.191575,0.7469,9668.0579
2026-06-26T04:03:28.132Z,2026-06-26T05:03:28.298Z,BTCUSDT,long,37,59852.10,59870.70,0.015044,0.2798,9666.8440
2026-06-26T04:18:30.394Z,2026-06-26T05:18:57.503Z,ETHUSDT,long,32,1558.05,1553.43,0.497065,-2.2964,9664.0111
2026-06-26T04:18:37.145Z,2026-06-26T05:18:57.755Z,XRPUSDT,short,31,1.03,1.03,725.966660,2.8313,9666.8424
2026-06-26T04:33:41.879Z,2026-06-26T05:33:58.025Z,ADAUSDT,long,35,0.14,0.14,5941.600739,1.1883,9665.8123
2026-06-26T04:33:46.386Z,2026-06-26T05:33:58.272Z,LINKUSDT,long,32,7.20,7.21,107.493309,1.6124,9667.4247
2026-06-26T04:48:32.669Z,2026-06-26T05:48:57.481Z,SOLUSDT,long,71,68.00,68.11,25.237588,2.7761,9669.0263
2026-06-26T04:48:39.412Z,2026-06-26T05:48:57.855Z,DOGEUSDT,long,32,0.07,0.07,10424.076828,-0.7297,9668.2966
2026-06-26T05:03:57.387Z,2026-06-26T06:03:57.410Z,BTCUSDT,long,37,59824.00,59675.60,0.014947,-2.2181,9665.0343
2026-06-26T05:19:04.254Z,2026-06-26T06:19:27.437Z,BNBUSDT,long,36,560.02,559.89,1.553544,-0.2020,9664.8323
2026-06-26T05:19:06.501Z,2026-06-26T06:19:27.567Z,XRPUSDT,long,74,1.03,1.03,1736.689585,0.8683,9665.7007
2026-06-26T05:19:13.263Z,2026-06-26T06:19:27.812Z,AVAXUSDT,long,43,6.09,6.10,170.637887,1.3651,9667.0658
2026-06-26T05:34:10.989Z,2026-06-26T06:34:27.615Z,ADAUSDT,long,40,0.14,0.14,6779.400212,5.4235,9671.6483
2026-06-26T05:34:15.498Z,2026-06-26T06:34:27.738Z,LINKUSDT,long,41,7.21,7.21,137.427403,0.5497,9672.1980
2026-06-26T05:49:01.978Z,2026-06-26T06:49:27.334Z,SOLUSDT,long,72,68.12,69.62,25.547466,38.3978,9710.5958
2026-06-26T06:19:36.431Z,2026-06-26T07:19:59.975Z,XRPUSDT,short,58,1.03,1.05,1360.765498,-25.8545,9681.5663
2026-06-26T06:49:31.940Z,2026-06-26T07:49:59.942Z,SOLUSDT,long,74,69.62,70.59,25.802683,25.0802,9705.1362
2026-06-26T06:49:40.932Z,2026-06-26T07:50:00.328Z,ADAUSDT,long,34,0.14,0.15,5707.531297,7.9905,9713.1268
2026-06-26T06:49:43.180Z,2026-06-26T07:50:00.457Z,AVAXUSDT,long,40,6.22,6.29,156.043439,10.6110,9723.7377
2026-06-26T07:04:29.729Z,2026-06-26T08:04:59.920Z,ETHUSDT,long,34,1571.29,1576.57,0.525185,2.7730,9724.3814
2026-06-26T07:05:17.892Z,2026-06-26T08:05:31.849Z,LINKUSDT,long,36,7.29,7.31,119.818302,2.1567,9725.9255
2026-06-26T07:20:06.628Z,2026-06-26T08:20:32.244Z,BNBUSDT,long,30,567.19,566.83,1.280201,-0.4609,9724.9248
2026-06-26T07:20:08.889Z,2026-06-26T08:20:32.379Z,XRPUSDT,long,74,1.05,1.04,1707.349065,-15.7076,9709.2172
2026-06-26T07:50:04.430Z,2026-06-26T08:50:32.121Z,SOLUSDT,long,68,70.60,69.81,23.415426,-18.3343,9690.1693
2026-06-26T07:50:13.443Z,2026-06-26T08:50:32.367Z,ADAUSDT,long,40,0.15,0.14,6659.415018,-7.9913,9682.1780
2026-06-26T07:50:15.697Z,2026-06-26T08:50:32.493Z,AVAXUSDT,long,38,6.29,6.22,146.813773,-11.0110,9671.1670
2026-06-26T08:05:02.207Z,2026-06-26T09:05:32.113Z,ETHUSDT,long,42,1576.83,1561.38,0.647540,-10.0045,9660.3936
2026-06-26T08:05:50.166Z,2026-06-26T09:06:00.348Z,LINKUSDT,long,37,7.31,7.23,123.121405,-8.9879,9651.4057
2026-06-26T08:20:41.231Z,2026-06-26T09:21:00.632Z,XRPUSDT,short,49,1.04,1.04,1143.743731,2.2875,9653.6932
2026-06-26T08:50:36.619Z,2026-06-26T09:51:00.507Z,SOLUSDT,short,53,69.81,69.21,18.356224,10.9770,9663.6277
2026-06-26T09:21:09.661Z,2026-06-26T10:21:29.416Z,XRPUSDT,short,72,1.04,1.03,1674.212142,9.8779,9669.9401
2026-06-26T09:51:05.194Z,2026-06-26T10:51:29.279Z,SOLUSDT,short,98,69.22,68.72,34.204813,16.9656,9685.1652
2026-06-26T09:51:14.444Z,2026-06-26T10:51:29.651Z,ADAUSDT,short,30,0.14,0.14,5021.937165,4.0175,9689.1827
2026-06-26T09:51:16.693Z,2026-06-26T10:51:29.800Z,AVAXUSDT,short,40,6.18,6.15,156.238233,5.7808,9694.9635
2026-06-26T10:06:02.911Z,2026-06-26T11:06:29.237Z,ETHUSDT,short,36,1551.47,1553.01,0.560441,-0.8631,9692.3700
2026-06-26T10:06:47.157Z,2026-06-26T11:07:04.392Z,LINKUSDT,short,42,7.18,7.19,141.336275,-1.4134,9690.9566
2026-06-26T10:21:38.198Z,2026-06-26T11:22:04.708Z,XRPUSDT,short,88,1.03,1.02,2060.822268,16.8987,9707.8554
2026-06-26T10:21:40.443Z,2026-06-26T11:22:04.827Z,DOGEUSDT,short,32,0.07,0.07,10463.921745,4.0809,9711.9363
2026-06-26T10:51:33.783Z,2026-06-26T11:52:04.584Z,SOLUSDT,short,88,68.72,68.53,31.035169,5.9277,9715.5915
2026-06-26T10:51:45.036Z,2026-06-26T11:52:04.953Z,AVAXUSDT,short,31,6.14,6.12,122.275471,2.9346,9718.5262
2026-06-26T11:22:13.710Z,2026-06-26T12:22:35.730Z,XRPUSDT,short,82,1.02,1.03,1943.904451,-4.6654,9711.6889
2026-06-26T11:37:15.963Z,2026-06-26T12:37:35.908Z,DOGEUSDT,short,74,0.07,0.07,24369.061556,-2.4369,9708.3196
2026-06-26T11:52:09.201Z,2026-06-26T12:52:35.493Z,SOLUSDT,short,42,68.54,68.87,14.887665,-4.8385,9702.6220
2026-06-26T11:52:11.452Z,2026-06-26T12:52:35.619Z,BNBUSDT,short,32,559.04,556.33,1.390657,3.7687,9706.3907
2026-06-26T11:52:20.440Z,2026-06-26T12:52:35.984Z,AVAXUSDT,short,43,6.12,6.12,170.662571,1.0240,9707.4146
2026-06-26T11:52:22.698Z,2026-06-26T12:52:36.108Z,LINKUSDT,short,32,7.14,7.13,108.841452,1.4149,9708.8296
2026-06-26T12:22:44.619Z,2026-06-26T13:23:07.992Z,XRPUSDT,short,64,1.03,1.02,1512.871405,16.1877,9724.0561
2026-06-26T12:37:46.898Z,2026-06-26T13:38:08.120Z,DOGEUSDT,short,59,0.07,0.07,19414.006884,2.9121,9724.8388
2026-06-26T12:52:42.374Z,2026-06-26T13:53:07.903Z,BNBUSDT,short,36,556.53,559.80,1.570076,-5.1342,9719.7047
2026-06-26T13:07:37.885Z,2026-06-26T13:59:07.831Z,ETHUSDT,short,30,1533.31,1566.24,0.474870,-15.6375,9703.4111
2026-06-26T13:23:21.332Z,2026-06-26T13:59:08.198Z,ADAUSDT,short,36,0.14,0.15,6158.057935,-20.9374,9682.4737
2026-06-26T13:23:23.576Z,2026-06-26T13:59:08.322Z,AVAXUSDT,short,30,6.08,6.24,119.910757,-19.1857,9663.2880
2026-06-26T13:23:16.840Z,2026-06-26T14:08:07.996Z,XRPUSDT,short,80,1.02,1.04,1912.114077,-39.9632,9623.3248
2026-06-26T13:53:12.400Z,2026-06-26T14:53:41.568Z,SOLUSDT,long,45,70.08,70.92,15.602231,12.9967,9634.4162
2026-06-26T14:08:50.761Z,2026-06-26T15:09:14.427Z,XRPUSDT,long,67,1.04,1.04,1550.954398,-2.6366,9630.2333
2026-06-26T14:08:57.546Z,2026-06-26T15:09:14.678Z,AVAXUSDT,long,33,6.21,6.22,127.792097,1.6613,9631.8946
2026-06-26T14:23:52.959Z,2026-06-26T15:24:15.456Z,DOGEUSDT,long,32,0.07,0.07,10325.291866,-1.3423,9628.1108
2026-06-26T14:53:43.930Z,2026-06-26T15:54:14.972Z,ETHUSDT,long,39,1561.75,1575.95,0.601476,8.5410,9635.0055
2026-06-26T14:53:46.182Z,2026-06-26T15:54:15.097Z,SOLUSDT,long,68,70.94,71.80,23.087457,19.8783,9654.8838
2026-06-26T15:09:14.936Z,2026-06-26T16:09:14.940Z,BTCUSDT,long,34,59789.40,60200.20,0.013693,5.6252,9659.4807
2026-06-26T15:09:23.966Z,2026-06-26T16:09:45.316Z,XRPUSDT,long,61,1.04,1.05,1415.427398,13.1635,9672.6442
2026-06-26T15:09:30.780Z,2026-06-26T16:09:45.706Z,AVAXUSDT,long,42,6.25,6.42,161.922309,29.1460,9701.7902
2026-06-26T15:09:33.033Z,2026-06-26T16:09:45.832Z,LINKUSDT,long,32,7.25,7.34,106.305123,10.4179,9712.2081
